train_loss_step,epoch,step,val_loss,val_acc,val_f1,val_mcc,train_loss_epoch,train_acc,train_f1,train_mcc,test_loss,test_acc,test_f1,test_mcc
2.1335315704345703,0,49,,,,,,,,,,,,
3.113192558288574,0,99,,,,,,,,,,,,
1.4920090436935425,0,149,,,,,,,,,,,,
0.44962334632873535,0,199,,,,,,,,,,,,
0.37037721276283264,0,249,,,,,,,,,,,,
2.4389426708221436,0,299,,,,,,,,,,,,
1.8021796941757202,0,349,,,,,,,,,,,,
0.8248714208602905,0,399,,,,,,,,,,,,
0.5854268074035645,0,449,,,,,,,,,,,,
0.004559956956654787,0,499,,,,,,,,,,,,
0.001502071158029139,0,549,,,,,,,,,,,,
0.23519860208034515,0,599,,,,,,,,,,,,
0.645742654800415,0,649,,,,,,,,,,,,
0.9222800731658936,0,699,,,,,,,,,,,,
0.0033828620798885822,0,749,,,,,,,,,,,,
0.6450817584991455,0,799,,,,,,,,,,,,
0.045862771570682526,0,849,,,,,,,,,,,,
2.3326268196105957,0,899,,,,,,,,,,,,
1.5013821125030518,0,949,,,,,,,,,,,,
0.00018531313980929554,0,999,,,,,,,,,,,,
4.451176643371582,0,1049,,,,,,,,,,,,
0.003544841893017292,0,1099,,,,,,,,,,,,
0.19105160236358643,0,1149,,,,,,,,,,,,
0.08968807011842728,0,1199,,,,,,,,,,,,
0.015647539868950844,0,1249,,,,,,,,,,,,
1.987818956375122,0,1299,,,,,,,,,,,,
,0,1327,0.6688231229782104,0.9649657011032104,0.031578946858644485,0.054401643574237823,,,,,,,,
,0,1327,,,,,1.155616283416748,0.9429997205734253,0.13252149522304535,0.1031106635928154,,,,
2.138727903366089,1,1349,,,,,,,,,,,,
0.9021374583244324,1,1399,,,,,,,,,,,,
0.6088586449623108,1,1449,,,,,,,,,,,,
0.002237199107185006,1,1499,,,,,,,,,,,,
0.7231639623641968,1,1549,,,,,,,,,,,,
0.005201786290854216,1,1599,,,,,,,,,,,,
4.983880043029785,1,1649,,,,,,,,,,,,
0.46111002564430237,1,1699,,,,,,,,,,,,
0.3729671239852905,1,1749,,,,,,,,,,,,
0.4605070650577545,1,1799,,,,,,,,,,,,
0.7788881659507751,1,1849,,,,,,,,,,,,
0.224384143948555,1,1899,,,,,,,,,,,,
0.07053166627883911,1,1949,,,,,,,,,,,,
1.0731030702590942,1,1999,,,,,,,,,,,,
0.002939199563115835,1,2049,,,,,,,,,,,,
0.005191516131162643,1,2099,,,,,,,,,,,,
0.6731579303741455,1,2149,,,,,,,,,,,,
0.4283517897129059,1,2199,,,,,,,,,,,,
0.87000572681427,1,2249,,,,,,,,,,,,
0.073164202272892,1,2299,,,,,,,,,,,,
0.0004426022060215473,1,2349,,,,,,,,,,,,
0.42869487404823303,1,2399,,,,,,,,,,,,
0.07107667624950409,1,2449,,,,,,,,,,,,
0.0053331442177295685,1,2499,,,,,,,,,,,,
0.1090477779507637,1,2549,,,,,,,,,,,,
0.3330603241920471,1,2599,,,,,,,,,,,,
0.5265258550643921,1,2649,,,,,,,,,,,,
,1,2655,0.7352861762046814,0.9615384340286255,0.1854838728904724,0.18827739357948303,,,,,,,,
,1,2655,,,,,0.6973787546157837,0.9506012797355652,0.20341555774211884,0.17884384095668793,,,,
0.041627686470746994,2,2699,,,,,,,,,,,,
0.013472581282258034,2,2749,,,,,,,,,,,,
0.30481961369514465,2,2799,,,,,,,,,,,,
0.9738605618476868,2,2849,,,,,,,,,,,,
0.6784542202949524,2,2899,,,,,,,,,,,,
0.0035006741527467966,2,2949,,,,,,,,,,,,
0.0005217234138399363,2,2999,,,,,,,,,,,,
7.737536361673847e-05,2,3049,,,,,,,,,,,,
0.0004638093232642859,2,3099,,,,,,,,,,,,
1.073215126991272,2,3149,,,,,,,,,,,,
0.0009394385269843042,2,3199,,,,,,,,,,,,
1.0912911891937256,2,3249,,,,,,,,,,,,
0.2807997167110443,2,3299,,,,,,,,,,,,
0.17651484906673431,2,3349,,,,,,,,,,,,
0.2535260319709778,2,3399,,,,,,,,,,,,
0.004590904340147972,2,3449,,,,,,,,,,,,
1.0802007913589478,2,3499,,,,,,,,,,,,
0.18612396717071533,2,3549,,,,,,,,,,,,
0.016479935497045517,2,3599,,,,,,,,,,,,
0.7806837558746338,2,3649,,,,,,,,,,,,
0.5149619579315186,2,3699,,,,,,,,,,,,
0.3682742118835449,2,3749,,,,,,,,,,,,
0.552879273891449,2,3799,,,,,,,,,,,,
0.2051653265953064,2,3849,,,,,,,,,,,,
6.880972385406494,2,3899,,,,,,,,,,,,
0.00026679117581807077,2,3949,,,,,,,,,,,,
,2,3983,0.2778993248939514,0.9664889574050903,0.34328359365463257,0.3471544682979584,,,,,,,,
,2,3983,,,,,0.6141645908355713,0.9535901546478271,0.2552870213985443,0.2323242425918579,,,,
1.7126367092132568,3,3999,,,,,,,,,,,,
0.6665544509887695,3,4049,,,,,,,,,,,,
9.986756595026236e-06,3,4099,,,,,,,,,,,,
0.030678771436214447,3,4149,,,,,,,,,,,,
0.014605131931602955,3,4199,,,,,,,,,,,,
0.2861926555633545,3,4249,,,,,,,,,,,,
0.015127811580896378,3,4299,,,,,,,,,,,,
0.026901543140411377,3,4349,,,,,,,,,,,,
0.8014197945594788,3,4399,,,,,,,,,,,,
0.16164670884609222,3,4449,,,,,,,,,,,,
0.1293196827173233,3,4499,,,,,,,,,,,,
0.04770895838737488,3,4549,,,,,,,,,,,,
1.0166467428207397,3,4599,,,,,,,,,,,,
0.6182854175567627,3,4649,,,,,,,,,,,,
0.09927263110876083,3,4699,,,,,,,,,,,,
0.6904314756393433,3,4749,,,,,,,,,,,,
0.8991602659225464,3,4799,,,,,,,,,,,,
0.05837680399417877,3,4849,,,,,,,,,,,,
2.9791553020477295,3,4899,,,,,,,,,,,,
4.090236416232074e-06,3,4949,,,,,,,,,,,,
0.8553354740142822,3,4999,,,,,,,,,,,,
0.0004975891206413507,3,5049,,,,,,,,,,,,
1.3143856525421143,3,5099,,,,,,,,,,,,
0.02854028157889843,3,5149,,,,,,,,,,,,
0.6251842975616455,3,5199,,,,,,,,,,,,
1.8997673988342285,3,5249,,,,,,,,,,,,
0.2374870777130127,3,5299,,,,,,,,,,,,
,3,5311,0.3577648103237152,0.9723914861679077,0.39834025502204895,0.4408632814884186,,,,,,,,
,3,5311,,,,,0.7617078423500061,0.9526958465576172,0.2538975477218628,0.2300606518983841,,,,
0.6456325650215149,4,5349,,,,,,,,,,,,
0.03842496871948242,4,5399,,,,,,,,,,,,
0.08291875571012497,4,5449,,,,,,,,,,,,
0.7882398962974548,4,5499,,,,,,,,,,,,
0.7898743152618408,4,5549,,,,,,,,,,,,
0.7760022282600403,4,5599,,,,,,,,,,,,
0.0052681551314890385,4,5649,,,,,,,,,,,,
0.7393625378608704,4,5699,,,,,,,,,,,,
0.433675080537796,4,5749,,,,,,,,,,,,
0.011784614063799381,4,5799,,,,,,,,,,,,
1.0178604125976562,4,5849,,,,,,,,,,,,
0.4021579921245575,4,5899,,,,,,,,,,,,
1.6561700105667114,4,5949,,,,,,,,,,,,
0.09946014732122421,4,5999,,,,,,,,,,,,
0.8129830956459045,4,6049,,,,,,,,,,,,
0.11299431324005127,4,6099,,,,,,,,,,,,
0.0007345624617300928,4,6149,,,,,,,,,,,,
0.9762534499168396,4,6199,,,,,,,,,,,,
0.3909374475479126,4,6249,,,,,,,,,,,,
0.6706095337867737,4,6299,,,,,,,,,,,,
0.8675801157951355,4,6349,,,,,,,,,,,,
0.10669649392366409,4,6399,,,,,,,,,,,,
0.0013918294571340084,4,6449,,,,,,,,,,,,
3.364278745721094e-05,4,6499,,,,,,,,,,,,
5.888242958462797e-05,4,6549,,,,,,,,,,,,
0.025797786191105843,4,6599,,,,,,,,,,,,
,4,6639,1.3283343315124512,0.9666793346405029,0.033149171620607376,0.10958395153284073,,,,,,,,
,4,6639,,,,,0.6143130660057068,0.9523664116859436,0.2645348906517029,0.2401762455701828,,,,
1.8479939699172974,5,6649,,,,,,,,,,,,
9.20185266295448e-05,5,6699,,,,,,,,,,,,
0.10130949318408966,5,6749,,,,,,,,,,,,
0.41540661454200745,5,6799,,,,,,,,,,,,
0.07223135232925415,5,6849,,,,,,,,,,,,
0.017980964854359627,5,6899,,,,,,,,,,,,
0.5293994545936584,5,6949,,,,,,,,,,,,
0.01656968705356121,5,6999,,,,,,,,,,,,
1.0821517705917358,5,7049,,,,,,,,,,,,
0.08551602065563202,5,7099,,,,,,,,,,,,
0.24818012118339539,5,7149,,,,,,,,,,,,
0.5450732707977295,5,7199,,,,,,,,,,,,
0.17767933011054993,5,7249,,,,,,,,,,,,
0.004569641780108213,5,7299,,,,,,,,,,,,
0.14891085028648376,5,7349,,,,,,,,,,,,
0.16880378127098083,5,7399,,,,,,,,,,,,
0.0005589922657236457,5,7449,,,,,,,,,,,,
0.26241081953048706,5,7499,,,,,,,,,,,,
0.0045532165095210075,5,7549,,,,,,,,,,,,
0.19077889621257782,5,7599,,,,,,,,,,,,
0.4139077961444855,5,7649,,,,,,,,,,,,
0.005662950687110424,5,7699,,,,,,,,,,,,
0.3084508776664734,5,7749,,,,,,,,,,,,
0.1578928530216217,5,7799,,,,,,,,,,,,
0.2707184851169586,5,7849,,,,,,,,,,,,
0.39183542132377625,5,7899,,,,,,,,,,,,
0.4699609577655792,5,7949,,,,,,,,,,,,
,5,7967,0.3686385750770569,0.9693450331687927,0.1909547746181488,0.29828014969825745,,,,,,,,
,5,7967,,,,,0.3964300751686096,0.9595679044723511,0.348254919052124,0.32886433601379395,,,,
0.027467545121908188,6,7999,,,,,,,,,,,,
0.13595633208751678,6,8049,,,,,,,,,,,,
0.5029104948043823,6,8099,,,,,,,,,,,,
0.028650742024183273,6,8149,,,,,,,,,,,,
0.17092689871788025,6,8199,,,,,,,,,,,,
1.7539035081863403,6,8249,,,,,,,,,,,,
0.0018221803475171328,6,8299,,,,,,,,,,,,
0.5458715558052063,6,8349,,,,,,,,,,,,
0.12246187776327133,6,8399,,,,,,,,,,,,
2.811674118041992,6,8449,,,,,,,,,,,,
0.015049233101308346,6,8499,,,,,,,,,,,,
1.9817290306091309,6,8549,,,,,,,,,,,,
0.773497462272644,6,8599,,,,,,,,,,,,
